List of Differential Expressed Genes,,,,,,,
,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
PROS1,1.58E-265,1.274291697,0.3,0.097,4.10E-261,TRAM,PROS1
ADAMDEC1,2.81E-265,-5.178687236,0.002,0.108,7.28E-261,TRAM,ADAMDEC1
TCF4,3.25E-265,-2.872050823,0.054,0.21,8.44E-261,TRAM,TCF4
GAPLINC,9.42E-265,1.272893911,0.344,0.129,2.44E-260,TRAM,GAPLINC
APOBR,1.83E-263,0.839605815,0.473,0.217,4.75E-259,TRAM,APOBR
C19orf43,4.35E-263,0.472540502,0.913,0.759,1.13E-258,TRAM,C19orf43
CREM,3.71E-262,-2.226562049,0.365,0.515,9.62E-258,TRAM,CREM
HMOX2,3.76E-262,0.890146887,0.514,0.26,9.74E-258,TRAM,HMOX2
ANXA1,4.27E-262,0.454351023,0.962,0.887,1.11E-257,TRAM,ANXA1
CLEC12A,1.28E-261,0.709034159,0.596,0.32,3.31E-257,TRAM,CLEC12A
LTC4S,1.56E-261,-4.728185762,0.009,0.125,4.05E-257,TRAM,LTC4S
IER2,3.12E-260,-1.277700756,0.699,0.755,8.09E-256,TRAM,IER2
AGPAT2,8.45E-259,0.603984799,0.766,0.506,2.19E-254,TRAM,AGPAT2
CDC42BPB,1.37E-257,1.145137481,0.334,0.121,3.56E-253,TRAM,CDC42BPB
ANAPC15,2.26E-257,0.729856961,0.58,0.312,5.87E-253,TRAM,ANAPC15
DNAJA1,8.97E-257,0.563627343,0.876,0.728,2.33E-252,TRAM,DNAJA1
MSMO1,2.13E-256,1.814141572,0.278,0.088,5.53E-252,TRAM,MSMO1
EPB41L1,8.90E-255,1.910856333,0.223,0.053,2.31E-250,TRAM,EPB41L1
FOLR1,1.14E-254,2.369940606,0.19,0.034,2.97E-250,TRAM,FOLR1
DUSP1,1.24E-254,-0.794640303,0.902,0.929,3.23E-250,TRAM,DUSP1
ITIH5,1.32E-254,3.418225252,0.153,0.016,3.41E-250,TRAM,ITIH5
ATL1,1.75E-254,2.125641178,0.207,0.043,4.53E-250,TRAM,ATL1
CITED2,5.19E-254,0.585494661,0.797,0.553,1.35E-249,TRAM,CITED2
HIPK2,4.77E-253,0.927392158,0.451,0.208,1.24E-248,TRAM,HIPK2
MGST1,5.56E-252,1.010587502,0.564,0.317,1.44E-247,TRAM,MGST1
SLFN11,7.47E-252,0.744738408,0.525,0.264,1.94E-247,TRAM,SLFN11
EGR1,4.71E-251,-1.804556641,0.434,0.577,1.22E-246,TRAM,EGR1
JAKMIP2,7.34E-249,2.235759849,0.205,0.045,1.91E-244,TRAM,JAKMIP2
TRIQK,1.06E-248,1.206937914,0.323,0.117,2.75E-244,TRAM,TRIQK
PSMA7,2.68E-248,0.423550133,0.963,0.876,6.95E-244,TRAM,PSMA7
PTMA,1.42E-247,-0.394389764,0.996,0.994,3.69E-243,TRAM,PTMA
DST,2.46E-247,0.705783661,0.545,0.283,6.37E-243,TRAM,DST
DNPH1,3.31E-247,-1.510210921,0.258,0.43,8.57E-243,TRAM,DNPH1
ATF5,2.77E-246,-2.055339136,0.187,0.36,7.20E-242,TRAM,ATF5
IFITM3,5.29E-246,-1.26327152,0.684,0.756,1.37E-241,TRAM,IFITM3
NRBF2,1.71E-245,0.75220039,0.569,0.313,4.44E-241,TRAM,NRBF2
HOMER3,2.20E-245,-3.055560032,0.028,0.159,5.71E-241,TRAM,HOMER3
MT-CYB,2.29E-245,0.333160281,0.96,0.978,5.94E-241,TRAM,MT-CYB
DYX1C1,1.82E-244,1.410071294,0.284,0.093,4.72E-240,TRAM,DYX1C1
SERF2,3.80E-244,0.261038727,0.997,0.992,9.86E-240,TRAM,SERF2
TPCN1,5.94E-244,-4.240952411,0.008,0.115,1.54E-239,TRAM,TPCN1
ATP6V1E1,3.86E-243,0.657675778,0.747,0.517,1.00E-238,TRAM,ATP6V1E1
ST13,5.62E-243,0.509662482,0.897,0.725,1.46E-238,TRAM,ST13
CHP1,1.91E-242,0.722543441,0.664,0.405,4.96E-238,TRAM,CHP1
TMED5,3.56E-242,0.583029714,0.73,0.468,9.25E-238,TRAM,TMED5
IFIT3,4.59E-242,0.333672134,0.538,0.269,1.19E-237,TRAM,IFIT3
Sep-04,9.45E-242,2.438436877,0.174,0.029,2.45E-237,TRAM,Sep-04
RPS27L,9.22E-241,0.447745077,0.948,0.843,2.39E-236,TRAM,RPS27L
SNX3,1.26E-240,0.380108195,0.955,0.871,3.26E-236,TRAM,SNX3
TLR2,3.71E-240,-2.640502743,0.063,0.214,9.63E-236,TRAM,TLR2
VGLL3,5.53E-240,3.617432074,0.143,0.014,1.44E-235,TRAM,VGLL3
MMP14,1.54E-239,-2.025734819,0.177,0.35,4.00E-235,TRAM,MMP14
NT5C3A,1.62E-239,0.735026213,0.441,0.206,4.21E-235,TRAM,NT5C3A
ITPK1,5.83E-237,0.811305242,0.484,0.241,1.51E-232,TRAM,ITPK1
CCL8,7.72E-237,-6.225521804,0.004,0.103,2.00E-232,TRAM,CCL8
FGD5,1.14E-236,1.317783429,0.279,0.092,2.96E-232,TRAM,FGD5
CASP1,4.98E-236,0.596403732,0.704,0.454,1.29E-231,TRAM,CASP1
WWTR1,5.99E-236,2.810986108,0.165,0.026,1.55E-231,TRAM,WWTR1
KPTN,2.01E-235,2.081041233,0.21,0.051,5.21E-231,TRAM,KPTN
PLD4,3.14E-235,-5.367161032,0.004,0.103,8.14E-231,TRAM,PLD4
PEA15,6.59E-235,-1.567480302,0.31,0.466,1.71E-230,TRAM,PEA15
HS3ST2,9.46E-235,-4.204097657,0.004,0.103,2.45E-230,TRAM,HS3ST2
ALDH1A1,1.68E-234,0.351938974,0.695,0.388,4.36E-230,TRAM,ALDH1A1
AMPD3,2.04E-234,-4.621255392,0.005,0.104,5.30E-230,TRAM,AMPD3
ADORA3,4.27E-234,-3.796552334,0.014,0.126,1.11E-229,TRAM,ADORA3
CTSW,1.65E-232,1.133385572,0.269,0.085,4.28E-228,TRAM,CTSW
ECHDC1,2.11E-232,0.732811199,0.579,0.328,5.46E-228,TRAM,ECHDC1
MS4A7,3.29E-232,0.333540144,0.951,0.864,8.53E-228,TRAM,MS4A7
GALM,6.88E-232,-2.144635534,0.092,0.252,1.78E-227,TRAM,GALM
BLVRA,1.02E-231,0.595993538,0.762,0.527,2.65E-227,TRAM,BLVRA
AKIRIN2,1.14E-231,0.59998882,0.636,0.374,2.97E-227,TRAM,AKIRIN2
RASSF4,2.93E-231,-1.686916151,0.333,0.471,7.61E-227,TRAM,RASSF4
ARHGEF28,9.93E-231,2.051079682,0.195,0.043,2.58E-226,TRAM,ARHGEF28
PRSS21,1.06E-230,2.407980404,0.203,0.05,2.75E-226,TRAM,PRSS21
PNPLA2,1.14E-230,0.837787028,0.446,0.212,2.97E-226,TRAM,PNPLA2
FAM134B,1.74E-230,2.137272121,0.189,0.04,4.50E-226,TRAM,FAM134B
HMHA1,5.28E-230,-2.311212648,0.064,0.212,1.37E-225,TRAM,HMHA1
SH3KBP1,1.51E-229,-1.889758671,0.166,0.335,3.91E-225,TRAM,SH3KBP1
NRP2,2.28E-226,-1.939466011,0.206,0.373,5.93E-222,TRAM,NRP2
SPHK1,6.14E-226,-3.370814933,0.018,0.131,1.59E-221,TRAM,SPHK1
POLR2K,1.15E-225,0.563265926,0.776,0.532,2.97E-221,TRAM,POLR2K
MCL1,2.79E-225,-0.861793998,0.854,0.859,7.25E-221,TRAM,MCL1
WARS,4.93E-225,0.567091539,0.595,0.329,1.28E-220,TRAM,WARS
HSPB1,4.97E-225,0.368166547,0.927,0.784,1.29E-220,TRAM,HSPB1
VAT1,3.67E-224,0.524631346,0.751,0.478,9.53E-220,TRAM,VAT1
BCAR1,4.27E-224,2.380273605,0.166,0.029,1.11E-219,TRAM,BCAR1
SEPN1,4.35E-224,0.906249381,0.415,0.194,1.13E-219,TRAM,SEPN1
CYSLTR1,5.61E-224,0.972977049,0.334,0.131,1.45E-219,TRAM,CYSLTR1
DSTN,8.35E-224,0.510280246,0.808,0.576,2.17E-219,TRAM,DSTN
MINK1,1.07E-223,0.890825723,0.41,0.19,2.79E-219,TRAM,MINK1
CD300LF,1.98E-223,0.687547882,0.579,0.327,5.15E-219,TRAM,CD300LF
RAP1B,2.05E-223,0.624331437,0.677,0.426,5.32E-219,TRAM,RAP1B
TMIGD3,7.26E-223,-2.786447933,0.021,0.137,1.88E-218,TRAM,TMIGD3
PYURF,4.42E-222,0.564299694,0.736,0.482,1.15E-217,TRAM,PYURF
CYP1B1,6.18E-222,-2.853297564,0.032,0.158,1.60E-217,TRAM,CYP1B1
PTCRA,2.38E-221,1.550248372,0.246,0.077,6.18E-217,TRAM,PTCRA
IDH2,2.03E-220,-1.512503061,0.287,0.439,5.26E-216,TRAM,IDH2
PTGS1,5.81E-220,-2.832877118,0.051,0.186,1.51E-215,TRAM,PTGS1
DCSTAMP,7.20E-219,1.762519175,0.21,0.055,1.87E-214,TRAM,DCSTAMP
OPTN,1.09E-218,0.920949432,0.42,0.2,2.83E-214,TRAM,OPTN
CRTAM,4.04E-218,1.237738309,0.306,0.118,1.05E-213,TRAM,CRTAM
MYD88,5.82E-218,0.647745038,0.599,0.348,1.51E-213,TRAM,MYD88
RP5-884M6.1,7.51E-218,3.167204462,0.136,0.015,1.95E-213,TRAM,RP5-884M6.1
C15orf48,4.34E-217,-1.762094811,0.545,0.624,1.13E-212,TRAM,C15orf48
B3GNT7,5.82E-217,0.920861463,0.368,0.161,1.51E-212,TRAM,B3GNT7
HLA-A,1.28E-216,-0.410695344,0.978,0.986,3.32E-212,TRAM,HLA-A
TMEM230,2.88E-216,0.500083466,0.861,0.658,7.46E-212,TRAM,TMEM230
LRPAP1,3.05E-216,0.523191619,0.847,0.657,7.91E-212,TRAM,LRPAP1
SLC18B1,4.26E-215,-3.696431163,0.012,0.114,1.11E-210,TRAM,SLC18B1
IQSEC3,4.51E-215,2.773433255,0.149,0.022,1.17E-210,TRAM,IQSEC3
ISCU,7.58E-215,0.470175317,0.864,0.652,1.97E-210,TRAM,ISCU
SCGB3A1,8.36E-215,0.733403248,0.497,0.258,2.17E-210,TRAM,SCGB3A1
DENND5A,1.56E-214,0.649171037,0.492,0.252,4.04E-210,TRAM,DENND5A
ZBTB7C,1.94E-214,2.713907595,0.152,0.024,5.03E-210,TRAM,ZBTB7C
ROGDI,2.10E-214,0.790132509,0.491,0.258,5.44E-210,TRAM,ROGDI
TLCD2,3.45E-214,1.848331788,0.191,0.045,8.94E-210,TRAM,TLCD2
EMP1,2.76E-213,-2.221352973,0.153,0.314,7.17E-209,TRAM,EMP1
CD46,3.20E-213,0.543172694,0.613,0.355,8.31E-209,TRAM,CD46
HS3ST1,3.22E-213,-4.988486002,0.008,0.104,8.35E-209,TRAM,HS3ST1
MAF,3.35E-213,-2.108911483,0.222,0.378,8.68E-209,TRAM,MAF
UNC5B,1.17E-212,0.93588919,0.3,0.111,3.04E-208,TRAM,UNC5B
NFKB1,1.35E-212,-1.997687611,0.29,0.434,3.50E-208,TRAM,NFKB1
RNASE2,6.29E-212,-3.17826074,0.024,0.137,1.63E-207,TRAM,RNASE2
TANC2,1.22E-211,0.837953067,0.364,0.156,3.16E-207,TRAM,TANC2
MSRB1,3.49E-211,0.824431567,0.461,0.239,9.06E-207,TRAM,MSRB1
HOXB6,1.44E-210,1.561841579,0.187,0.044,3.73E-206,TRAM,HOXB6
GPR84,2.29E-210,-3.571779544,0.023,0.135,5.95E-206,TRAM,GPR84
ANXA11,6.74E-210,0.497124049,0.838,0.646,1.75E-205,TRAM,ANXA11
ZEB2,6.81E-210,-0.938446285,0.686,0.723,1.77E-205,TRAM,ZEB2
ALDOA,1.18E-209,0.290876283,0.974,0.901,3.06E-205,TRAM,ALDOA
ALDH3A2,1.56E-209,0.770083783,0.454,0.229,4.04E-205,TRAM,ALDH3A2
DHCR24,8.43E-209,1.308279715,0.283,0.106,2.19E-204,TRAM,DHCR24
G6PD,2.60E-208,0.756636054,0.488,0.256,6.75E-204,TRAM,G6PD
GPRIN3,3.01E-208,0.659713647,0.515,0.277,7.80E-204,TRAM,GPRIN3
SELPLG,3.97E-208,0.577851112,0.62,0.375,1.03E-203,TRAM,SELPLG
VSIG4,4.98E-208,0.444921824,0.894,0.691,1.29E-203,TRAM,VSIG4
PROCR,2.16E-207,0.84977681,0.377,0.168,5.61E-203,TRAM,PROCR
BLVRB,2.41E-207,-1.070649018,0.653,0.689,6.25E-203,TRAM,BLVRB
SPATS2L,2.25E-206,0.501040629,0.658,0.401,5.83E-202,TRAM,SPATS2L
SLC7A7,2.38E-206,0.460557536,0.865,0.666,6.18E-202,TRAM,SLC7A7
RAP2B,2.66E-206,-1.517996515,0.314,0.457,6.89E-202,TRAM,RAP2B
NR4A3,1.91E-205,-2.51017089,0.15,0.303,4.95E-201,TRAM,NR4A3
MPC1,4.30E-205,0.55962532,0.743,0.506,1.12E-200,TRAM,MPC1
TREM2,7.53E-205,-1.020922537,0.628,0.696,1.95E-200,TRAM,TREM2
MOB3B,1.85E-204,0.598644251,0.52,0.275,4.81E-200,TRAM,MOB3B
CTD-2319I12.2,5.09E-204,1.395199385,0.25,0.083,1.32E-199,TRAM,CTD-2319I12.2
TPT1,5.40E-204,0.238373148,1,0.999,1.40E-199,TRAM,TPT1
PPDPF,7.44E-204,0.456381787,0.914,0.763,1.93E-199,TRAM,PPDPF
CTSZ,9.94E-204,-0.885970191,0.939,0.919,2.58E-199,TRAM,CTSZ
DDX60L,1.03E-203,0.859852188,0.365,0.162,2.68E-199,TRAM,DDX60L
GBP3,2.00E-203,0.872756905,0.36,0.159,5.19E-199,TRAM,GBP3
PKIB,3.06E-203,-3.062444523,0.013,0.113,7.94E-199,TRAM,PKIB
TMBIM1,3.49E-203,0.540613541,0.711,0.463,9.06E-199,TRAM,TMBIM1
IGKC,4.35E-203,-2.312860577,0.332,0.476,1.13E-198,TRAM,IGKC
VWA8,4.82E-203,1.689175969,0.202,0.054,1.25E-198,TRAM,VWA8
VIM,5.87E-203,0.234363297,0.997,0.99,1.52E-198,TRAM,VIM
MTMR11,6.72E-203,1.350091462,0.244,0.079,1.74E-198,TRAM,MTMR11
IFITM2,8.53E-203,-1.62162451,0.335,0.471,2.21E-198,TRAM,IFITM2
VCAN,1.30E-202,-2.138246899,0.167,0.324,3.37E-198,TRAM,VCAN
OSM,1.31E-202,-2.325144297,0.094,0.242,3.39E-198,TRAM,OSM
PRAM1,1.48E-202,0.878841824,0.406,0.192,3.83E-198,TRAM,PRAM1
ADAP2,1.46E-201,-1.545780128,0.357,0.482,3.78E-197,TRAM,ADAP2
FCN1,1.84E-201,-2.921404582,0.063,0.197,4.78E-197,TRAM,FCN1
CFLAR,1.90E-201,-1.512629399,0.448,0.55,4.92E-197,TRAM,CFLAR
TRHDE,3.81E-201,3.071551132,0.129,0.015,9.89E-197,TRAM,TRHDE
UBE2E2,1.12E-200,0.617676905,0.603,0.359,2.90E-196,TRAM,UBE2E2
CNIH4,1.42E-200,0.521767854,0.667,0.422,3.70E-196,TRAM,CNIH4
CTD-2545M3.8,5.45E-200,1.652325838,0.202,0.055,1.41E-195,TRAM,CTD-2545M3.8
ECH1,6.52E-200,0.571013658,0.728,0.504,1.69E-195,TRAM,ECH1
ZNF706,1.00E-199,0.432664771,0.892,0.712,2.60E-195,TRAM,ZNF706
SDC3,1.05E-199,-3.073715389,0.043,0.165,2.72E-195,TRAM,SDC3
QSOX1,1.08E-199,0.629360935,0.583,0.344,2.80E-195,TRAM,QSOX1
VAPA,1.33E-199,0.4291721,0.89,0.735,3.44E-195,TRAM,VAPA
B3GNT5,1.77E-199,0.567873252,0.554,0.313,4.58E-195,TRAM,B3GNT5
EPAS1,5.08E-199,0.589987207,0.497,0.264,1.32E-194,TRAM,EPAS1
NCEH1,9.69E-199,0.613663088,0.577,0.333,2.51E-194,TRAM,NCEH1
ZDHHC3,1.38E-198,0.649559424,0.543,0.305,3.58E-194,TRAM,ZDHHC3
HN1,1.89E-198,0.436367553,0.857,0.652,4.90E-194,TRAM,HN1
TGOLN2,3.00E-198,0.480021679,0.806,0.593,7.79E-194,TRAM,TGOLN2
KAZALD1,1.41E-197,1.852169697,0.18,0.042,3.65E-193,TRAM,KAZALD1
CDCP1,1.43E-197,0.783835757,0.398,0.19,3.71E-193,TRAM,CDCP1
HP,1.51E-197,1.910633856,0.206,0.059,3.91E-193,TRAM,HP
ST6GAL1,1.88E-197,-3.500076782,0.018,0.119,4.87E-193,TRAM,ST6GAL1
RABGGTB,5.31E-197,0.655641305,0.568,0.332,1.38E-192,TRAM,RABGGTB
RARA-AS1,7.07E-197,0.931549829,0.313,0.126,1.83E-192,TRAM,RARA-AS1
MIIP,1.67E-196,0.67456931,0.496,0.267,4.33E-192,TRAM,MIIP
SATB1,3.08E-196,-3.208479343,0.03,0.142,8.00E-192,TRAM,SATB1
TMEM91,3.82E-196,1.038111665,0.298,0.119,9.91E-192,TRAM,TMEM91
ABCG2,1.14E-195,1.304616839,0.199,0.055,2.95E-191,TRAM,ABCG2
APOE,1.17E-195,-1.85469916,0.942,0.846,3.03E-191,TRAM,APOE
ARPC2,1.98E-195,0.282101,0.976,0.939,5.14E-191,TRAM,ARPC2
OPN3,9.72E-195,0.676414764,0.472,0.25,2.52E-190,TRAM,OPN3
NFU1,1.03E-194,0.618418181,0.545,0.311,2.68E-190,TRAM,NFU1
SLAMF7,1.85E-194,-3.590948669,0.016,0.115,4.79E-190,TRAM,SLAMF7
FIG4,3.09E-194,0.861094921,0.385,0.181,8.02E-190,TRAM,FIG4
PTPN7,5.77E-194,-3.480310089,0.019,0.121,1.50E-189,TRAM,PTPN7
CD209,6.55E-194,-4.583311387,0.01,0.101,1.70E-189,TRAM,CD209
PDCL,1.33E-193,0.885496652,0.355,0.161,3.45E-189,TRAM,PDCL
GNG12,1.38E-192,1.511928424,0.201,0.058,3.57E-188,TRAM,GNG12
LRRFIP1,1.64E-192,0.344259165,0.922,0.813,4.26E-188,TRAM,LRRFIP1
PPCS,1.71E-192,0.527305298,0.711,0.474,4.44E-188,TRAM,PPCS
ADGRE5,6.86E-192,0.442606733,0.732,0.483,1.78E-187,TRAM,ADGRE5
PFDN5,7.11E-192,0.229383404,0.99,0.976,1.84E-187,TRAM,PFDN5
CLEC11A,1.48E-191,-2.479907438,0.045,0.166,3.84E-187,TRAM,CLEC11A
SPG21,1.05E-190,0.428146267,0.873,0.672,2.72E-186,TRAM,SPG21
CKS1B,1.49E-190,0.168886026,0.529,0.274,3.87E-186,TRAM,CKS1B
ANOS1,2.63E-190,1.169843001,0.267,0.1,6.83E-186,TRAM,ANOS1
SMCO4,3.08E-190,0.495319136,0.778,0.538,7.98E-186,TRAM,SMCO4
NFKBIZ,3.53E-190,-1.310665459,0.457,0.567,9.16E-186,TRAM,NFKBIZ
GPCPD1,4.34E-190,0.432303447,0.787,0.534,1.13E-185,TRAM,GPCPD1
SIDT2,8.70E-190,0.706464107,0.432,0.22,2.26E-185,TRAM,SIDT2
APOL1,1.42E-189,0.932680508,0.326,0.142,3.68E-185,TRAM,APOL1
OLR1,1.51E-189,0.324780606,0.896,0.684,3.93E-185,TRAM,OLR1
LINC00239,3.34E-189,2.345993998,0.136,0.021,8.67E-185,TRAM,LINC00239
RCSD1,6.24E-189,-2.283094228,0.056,0.182,1.62E-184,TRAM,RCSD1
C8B,8.77E-189,2.776698672,0.132,0.02,2.28E-184,TRAM,C8B
CCDC115,8.94E-188,0.628840772,0.53,0.3,2.32E-183,TRAM,CCDC115
MT-ND5,1.12E-187,0.370167419,0.932,0.933,2.91E-183,TRAM,MT-ND5
LGALS2,2.99E-187,-3.235645436,0.053,0.175,7.76E-183,TRAM,LGALS2
LIMS2,3.16E-187,2.689991037,0.134,0.021,8.20E-183,TRAM,LIMS2
APOC1,3.94E-187,0.080591523,0.993,0.89,1.02E-182,TRAM,APOC1
HK3,9.73E-187,0.86417651,0.352,0.161,2.53E-182,TRAM,HK3
AOC3,1.59E-186,3.091239321,0.12,0.014,4.11E-182,TRAM,AOC3
NPL,3.31E-186,-1.621513275,0.352,0.458,8.58E-182,TRAM,NPL
HTATIP2,3.38E-186,0.542389532,0.648,0.405,8.78E-182,TRAM,HTATIP2
PTGER3,3.92E-186,3.220890936,0.114,0.011,1.02E-181,TRAM,PTGER3
GATM,4.76E-186,-2.82400796,0.032,0.141,1.24E-181,TRAM,GATM
REL,5.72E-186,-1.434902072,0.562,0.625,1.48E-181,TRAM,REL
SELM,1.25E-185,0.582773572,0.39,0.185,3.25E-181,TRAM,SELM
MUC12,1.41E-185,1.14178995,0.252,0.091,3.66E-181,TRAM,MUC12
SH3BP5,7.43E-185,0.516332479,0.582,0.341,1.93E-180,TRAM,SH3BP5
BCAP31,1.26E-184,0.42962618,0.868,0.696,3.27E-180,TRAM,BCAP31
TPTEP1,2.48E-184,1.554823068,0.182,0.047,6.42E-180,TRAM,TPTEP1
KCNA3,2.84E-184,2.085945395,0.147,0.028,7.37E-180,TRAM,KCNA3
IQSEC1,6.10E-184,0.673177273,0.467,0.248,1.58E-179,TRAM,IQSEC1
DOCK11,7.08E-184,0.673638717,0.402,0.196,1.84E-179,TRAM,DOCK11
RASGRP3,7.37E-184,-2.230206792,0.11,0.252,1.91E-179,TRAM,RASGRP3
RSPH3,1.55E-183,0.984377155,0.288,0.115,4.02E-179,TRAM,RSPH3
TIMP1,1.75E-183,-1.679843389,0.668,0.713,4.54E-179,TRAM,TIMP1
NDUFA4,3.89E-183,0.317213302,0.965,0.902,1.01E-178,TRAM,NDUFA4
ANTXR2,7.30E-183,-3.391404765,0.019,0.116,1.89E-178,TRAM,ANTXR2
RALA,9.03E-183,-1.568785929,0.343,0.459,2.34E-178,TRAM,RALA
MAN1A1,1.43E-182,0.436109057,0.586,0.345,3.70E-178,TRAM,MAN1A1
MRPS18B,2.31E-182,0.624751775,0.521,0.293,5.99E-178,TRAM,MRPS18B
SCIMP,8.25E-182,0.623791319,0.481,0.26,2.14E-177,TRAM,SCIMP
MDH1,1.24E-181,0.699407431,0.696,0.497,3.22E-177,TRAM,MDH1
SAP18,1.60E-181,0.352946251,0.918,0.805,4.16E-177,TRAM,SAP18
FAR2,1.68E-181,1.141510045,0.26,0.098,4.35E-177,TRAM,FAR2
ABHD14B,2.17E-181,0.658478797,0.481,0.262,5.62E-177,TRAM,ABHD14B
FPR2,2.82E-181,1.1315312,0.224,0.074,7.32E-177,TRAM,FPR2
LIMS1,5.04E-181,-0.947915145,0.66,0.688,1.31E-176,TRAM,LIMS1
RB1,5.74E-181,-1.822938658,0.203,0.348,1.49E-176,TRAM,RB1
CLIC1,7.55E-181,0.30305745,0.963,0.909,1.96E-176,TRAM,CLIC1
MOSPD3,8.77E-181,0.833074534,0.377,0.183,2.28E-176,TRAM,MOSPD3
HSD17B11,1.49E-180,0.467547085,0.754,0.53,3.88E-176,TRAM,HSD17B11
PIGP,1.76E-180,0.605003405,0.559,0.33,4.58E-176,TRAM,PIGP
P2RY6,1.78E-180,-3.612636347,0.012,0.1,4.62E-176,TRAM,P2RY6
HCAR3,1.93E-180,0.750230375,0.313,0.132,5.01E-176,TRAM,HCAR3
GCA,4.90E-180,0.63822475,0.637,0.414,1.27E-175,TRAM,GCA
TNNT1,4.94E-180,1.746845181,0.175,0.045,1.28E-175,TRAM,TNNT1
HIGD1A,9.38E-179,0.604431886,0.538,0.31,2.43E-174,TRAM,HIGD1A
AKR1C2,1.04E-178,2.182656042,0.143,0.027,2.69E-174,TRAM,AKR1C2
S100B,1.61E-177,-2.739925691,0.024,0.123,4.18E-173,TRAM,S100B
RSU1,4.12E-177,0.495385629,0.697,0.462,1.07E-172,TRAM,RSU1
DYNLRB1,2.22E-176,0.401180804,0.873,0.707,5.77E-172,TRAM,DYNLRB1
DYNLL1,2.66E-176,0.306440162,0.962,0.884,6.90E-172,TRAM,DYNLL1
SORL1,4.53E-176,-1.561970182,0.214,0.363,1.17E-171,TRAM,SORL1
ST6GALNAC6,1.18E-175,1.052221072,0.264,0.102,3.06E-171,TRAM,ST6GALNAC6
SLC31A1,2.99E-175,0.57971176,0.589,0.357,7.76E-171,TRAM,SLC31A1
TMEM128,3.89E-175,0.837210775,0.348,0.163,1.01E-170,TRAM,TMEM128
ADGRE1,3.92E-175,2.056175654,0.153,0.034,1.02E-170,TRAM,ADGRE1
TMEM63A,1.60E-174,0.903088762,0.304,0.131,4.16E-170,TRAM,TMEM63A
C2orf74,1.65E-174,0.763190163,0.369,0.177,4.28E-170,TRAM,C2orf74
RPS6,2.43E-174,-0.298781678,0.996,0.991,6.31E-170,TRAM,RPS6
CC2D2A,2.57E-174,1.813111762,0.156,0.036,6.67E-170,TRAM,CC2D2A
FARSB,2.76E-174,0.927100906,0.297,0.127,7.16E-170,TRAM,FARSB
COA6,2.83E-174,0.605960956,0.575,0.348,7.35E-170,TRAM,COA6
APOL4,3.37E-174,0.886981242,0.332,0.151,8.74E-170,TRAM,APOL4
CLIP4,1.01E-173,0.698996392,0.379,0.185,2.61E-169,TRAM,CLIP4
PDCD6IP,1.01E-173,0.483189129,0.658,0.418,2.63E-169,TRAM,PDCD6IP
RP11-395B7.4,1.63E-173,2.108036014,0.136,0.025,4.22E-169,TRAM,RP11-395B7.4
FGR,2.54E-173,0.50738812,0.647,0.404,6.60E-169,TRAM,FGR
MPZL2,5.02E-173,1.196112194,0.218,0.073,1.30E-168,TRAM,MPZL2
BEST1,7.92E-173,0.65700767,0.423,0.218,2.06E-168,TRAM,BEST1
MSRA,1.38E-172,0.646924108,0.512,0.292,3.58E-168,TRAM,MSRA
METTL7A,1.40E-172,-2.295112133,0.067,0.191,3.63E-168,TRAM,METTL7A
SLC6A6,2.52E-172,0.573095343,0.494,0.276,6.53E-168,TRAM,SLC6A6
BMP2K,7.57E-172,-1.758572816,0.212,0.352,1.96E-167,TRAM,BMP2K
TMEM243,1.31E-171,0.480509778,0.569,0.333,3.39E-167,TRAM,TMEM243
IQSEC2,2.13E-171,0.883363212,0.285,0.118,5.54E-167,TRAM,IQSEC2
DENND4C,6.16E-171,0.716342633,0.383,0.191,1.60E-166,TRAM,DENND4C
RPS3A,6.89E-171,-0.304955234,0.995,0.99,1.79E-166,TRAM,RPS3A
RPL13,8.57E-171,-0.263925898,0.999,0.998,2.22E-166,TRAM,RPL13
ACOX1,1.67E-170,0.791845853,0.353,0.168,4.34E-166,TRAM,ACOX1
ECHDC2,2.60E-170,0.973222226,0.266,0.105,6.76E-166,TRAM,ECHDC2
TNFSF13B,9.82E-170,-1.001543625,0.634,0.671,2.55E-165,TRAM,TNFSF13B
TFEB,1.75E-169,-2.521646371,0.037,0.144,4.53E-165,TRAM,TFEB
ODF3L1,2.28E-169,2.036885496,0.133,0.024,5.92E-165,TRAM,ODF3L1
EML4,2.35E-169,0.450613963,0.753,0.514,6.10E-165,TRAM,EML4
PLAU,3.93E-169,-1.910964056,0.293,0.416,1.02E-164,TRAM,PLAU
RHOB,5.08E-169,0.345714198,0.802,0.597,1.32E-164,TRAM,RHOB
FAM49B,7.88E-169,-0.755009918,0.697,0.71,2.04E-164,TRAM,FAM49B
FNIP2,1.52E-168,-1.613653792,0.252,0.391,3.94E-164,TRAM,FNIP2
CD83,2.03E-168,-1.044229315,0.759,0.773,5.27E-164,TRAM,CD83
LILRB5,2.64E-168,-2.981531643,0.056,0.171,6.86E-164,TRAM,LILRB5
ARPC1B,5.09E-168,0.29429113,0.975,0.917,1.32E-163,TRAM,ARPC1B
EDEM2,6.83E-168,0.667309835,0.465,0.263,1.77E-163,TRAM,EDEM2
SLC39A8,7.59E-168,-2.359400805,0.051,0.166,1.97E-163,TRAM,SLC39A8
