Cell-cell communication signalings in tumor conditions,,,,,,,,,,,
,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
160,Profi_TAM,Proli_TRM,CCL3L3,CCR1,0.003799841,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
161,Proli_TRM,Proli_TRM,CCL3L3,CCR1,0.00357017,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
162,TAM,Proli_TRM,CCL3L3,CCR1,0.006046927,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
163,TRAM,Proli_TRM,CCL3L3,CCR1,0.000335152,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
164,Unknown,Proli_TRM,CCL3L3,CCR1,0.004230893,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
165,DC,TAM,CCL3L3,CCR1,0.002073538,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
166,Monocytes,TAM,CCL3L3,CCR1,0.010842326,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
167,NK cells,TAM,CCL3L3,CCR1,0.002013649,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
168,Profi_TAM,TAM,CCL3L3,CCR1,0.006918984,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
169,Proli_TRM,TAM,CCL3L3,CCR1,0.006502016,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
170,TAM,TAM,CCL3L3,CCR1,0.010990268,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
171,TRAM,TAM,CCL3L3,CCR1,0.000612013,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
172,Unknown,TAM,CCL3L3,CCR1,0.007701136,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
173,DC,TRAM,CCL3L3,CCR1,0.001097045,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
174,Monocytes,TRAM,CCL3L3,CCR1,0.005760175,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
175,NK cells,TRAM,CCL3L3,CCR1,0.001065329,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
176,Profi_TAM,TRAM,CCL3L3,CCR1,0.00366901,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
177,Proli_TRM,TRAM,CCL3L3,CCR1,0.00344722,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
178,TAM,TRAM,CCL3L3,CCR1,0.005839181,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
179,TRAM,TRAM,CCL3L3,CCR1,0.000323574,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
180,Unknown,TRAM,CCL3L3,CCR1,0.004085282,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
181,DC,Unknown,CCL3L3,CCR1,0.001550917,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
182,Monocytes,Unknown,CCL3L3,CCR1,0.00812759,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
183,NK cells,Unknown,CCL3L3,CCR1,0.001506099,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
184,Profi_TAM,Unknown,CCL3L3,CCR1,0.005181441,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
185,Proli_TRM,Unknown,CCL3L3,CCR1,0.004868672,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
186,TAM,Unknown,CCL3L3,CCR1,0.008238798,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
187,TRAM,Unknown,CCL3L3,CCR1,0.000457591,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
188,Unknown,Unknown,CCL3L3,CCR1,0.005768314,0,CCL3L3_CCR1,CCL3L3 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
189,Profi_TAM,Profi_TAM,CCL13,CCR1,0.00216878,0,CCL13_CCR1,CCL13 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
190,Profi_TAM,Proli_TRM,CCL13,CCR1,0.001131659,0,CCL13_CCR1,CCL13 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
191,Profi_TAM,TAM,CCL13,CCR1,0.002065135,0,CCL13_CCR1,CCL13 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
192,Profi_TAM,TRAM,CCL13,CCR1,0.001092595,0,CCL13_CCR1,CCL13 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
193,Profi_TAM,Unknown,CCL13,CCR1,0.001544628,0,CCL13_CCR1,CCL13 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
194,Endothelial cells,Profi_TAM,CCL14,CCR1,0.00160657,0,CCL14_CCR1,CCL14 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
195,Endothelial cells,Proli_TRM,CCL14,CCR1,0.000838075,0,CCL14_CCR1,CCL14 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
196,Endothelial cells,TAM,CCL14,CCR1,0.001529752,0,CCL14_CCR1,CCL14 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
197,Endothelial cells,TRAM,CCL14,CCR1,0.000809137,0,CCL14_CCR1,CCL14 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
198,Endothelial cells,Unknown,CCL14,CCR1,0.001144031,0,CCL14_CCR1,CCL14 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
199,Proli_TRM,Profi_TAM,CCL23,CCR1,0.000561758,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
200,TRAM,Profi_TAM,CCL23,CCR1,0.001072109,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
201,Proli_TRM,Proli_TRM,CCL23,CCR1,0.000292897,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
202,TRAM,Proli_TRM,CCL23,CCR1,0.000559128,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
203,Proli_TRM,TAM,CCL23,CCR1,0.000534871,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
204,TRAM,TAM,CCL23,CCR1,0.00102082,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
205,Proli_TRM,TRAM,CCL23,CCR1,0.000282779,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
206,TRAM,TRAM,CCL23,CCR1,0.000539816,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
207,Proli_TRM,Unknown,CCL23,CCR1,0.000399905,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
208,TRAM,Unknown,CCL23,CCR1,0.000763326,0,CCL23_CCR1,CCL23 - CCR1,CCL,Secreted Signaling,KEGG: hsa04060
209,Endothelial cells,Endothelial cells,CCL2,ACKR1,0.011018347,0,CCL2_ACKR1,CCL2 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
210,Fibroblasts,Endothelial cells,CCL2,ACKR1,0.009014944,0,CCL2_ACKR1,CCL2 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
211,Profi_TAM,Endothelial cells,CCL2,ACKR1,0.009622732,0,CCL2_ACKR1,CCL2 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
212,Proli_TRM,Endothelial cells,CCL2,ACKR1,0.008342797,0,CCL2_ACKR1,CCL2 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
213,TAM,Endothelial cells,CCL2,ACKR1,0.018174207,0,CCL2_ACKR1,CCL2 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
214,Unknown,Endothelial cells,CCL2,ACKR1,0.00624485,0,CCL2_ACKR1,CCL2 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
215,NK cells,Endothelial cells,CCL5,ACKR1,0.075284558,0,CCL5_ACKR1,CCL5 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
216,T cells,Endothelial cells,CCL5,ACKR1,0.042505837,0,CCL5_ACKR1,CCL5 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
217,Unknown,Endothelial cells,CCL5,ACKR1,0.028893378,0,CCL5_ACKR1,CCL5 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
218,Profi_TAM,Endothelial cells,CCL13,ACKR1,0.007034479,0,CCL13_ACKR1,CCL13 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
219,Endothelial cells,Endothelial cells,CCL14,ACKR1,0.005217537,0,CCL14_ACKR1,CCL14 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
220,DC,Endothelial cells,CCL18,ACKR1,0.002984047,0,CCL18_ACKR1,CCL18 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
221,Profi_TAM,Endothelial cells,CCL18,ACKR1,0.052442072,0,CCL18_ACKR1,CCL18 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
222,Proli_TRM,Endothelial cells,CCL18,ACKR1,0.012749162,0,CCL18_ACKR1,CCL18 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
223,TAM,Endothelial cells,CCL18,ACKR1,0.011626655,0,CCL18_ACKR1,CCL18 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
224,TRAM,Endothelial cells,CCL18,ACKR1,0.035253686,0,CCL18_ACKR1,CCL18 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
225,Unknown,Endothelial cells,CCL18,ACKR1,0.017105835,0,CCL18_ACKR1,CCL18 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
226,Epithelial cells,Endothelial cells,CXCL1,ACKR1,0.002734105,0,CXCL1_ACKR1,CXCL1 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
227,DC,Endothelial cells,CXCL2,ACKR1,0.003003633,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
228,Endothelial cells,Endothelial cells,CXCL2,ACKR1,0.006755918,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
229,Epithelial cells,Endothelial cells,CXCL2,ACKR1,0.024480963,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
230,Fibroblasts,Endothelial cells,CXCL2,ACKR1,0.004399191,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
231,Monocytes,Endothelial cells,CXCL2,ACKR1,0.038796,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
232,Profi_TAM,Endothelial cells,CXCL2,ACKR1,0.028993969,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
233,Proli_TRM,Endothelial cells,CXCL2,ACKR1,0.015552481,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
234,TAM,Endothelial cells,CXCL2,ACKR1,0.0302893,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
235,TRAM,Endothelial cells,CXCL2,ACKR1,0.005843622,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
236,Unknown,Endothelial cells,CXCL2,ACKR1,0.022034659,0,CXCL2_ACKR1,CXCL2 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
237,Epithelial cells,Endothelial cells,CXCL3,ACKR1,0.001345735,0,CXCL3_ACKR1,CXCL3 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
238,Monocytes,Endothelial cells,CXCL3,ACKR1,0.010807968,0,CXCL3_ACKR1,CXCL3 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
239,Profi_TAM,Endothelial cells,CXCL3,ACKR1,0.022568149,0,CXCL3_ACKR1,CXCL3 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
240,Proli_TRM,Endothelial cells,CXCL3,ACKR1,0.016713437,0,CXCL3_ACKR1,CXCL3 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
241,TAM,Endothelial cells,CXCL3,ACKR1,0.03006566,0,CXCL3_ACKR1,CXCL3 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
242,TRAM,Endothelial cells,CXCL3,ACKR1,0.01967092,0,CXCL3_ACKR1,CXCL3 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
243,Unknown,Endothelial cells,CXCL3,ACKR1,0.017101438,0,CXCL3_ACKR1,CXCL3 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
244,DC,Endothelial cells,CXCL8,ACKR1,0.028488887,0,CXCL8_ACKR1,CXCL8 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
245,Epithelial cells,Endothelial cells,CXCL8,ACKR1,0.004651573,0,CXCL8_ACKR1,CXCL8 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
246,Monocytes,Endothelial cells,CXCL8,ACKR1,0.068117186,0,CXCL8_ACKR1,CXCL8 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
247,Profi_TAM,Endothelial cells,CXCL8,ACKR1,0.036128305,0,CXCL8_ACKR1,CXCL8 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
248,Proli_TRM,Endothelial cells,CXCL8,ACKR1,0.03600904,0,CXCL8_ACKR1,CXCL8 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
249,TAM,Endothelial cells,CXCL8,ACKR1,0.052285224,0,CXCL8_ACKR1,CXCL8 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
250,TRAM,Endothelial cells,CXCL8,ACKR1,0.013079059,0,CXCL8_ACKR1,CXCL8 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
251,Unknown,Endothelial cells,CXCL8,ACKR1,0.038440183,0,CXCL8_ACKR1,CXCL8 - ACKR1,CXCL,Secreted Signaling,PMID: 26740381
252,DC,Endothelial cells,CCL17,ACKR1,0.007610844,0,CCL17_ACKR1,CCL17 - ACKR1,CCL,Secreted Signaling,PMID: 26740381
253,Fibroblasts,B cells,CXCL12,CXCR4,0.054054343,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
254,Fibroblasts,DC,CXCL12,CXCR4,0.034904913,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
255,Fibroblasts,Endothelial cells,CXCL12,CXCR4,0.003989756,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
256,Fibroblasts,Monocytes,CXCL12,CXCR4,0.009486131,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
257,Fibroblasts,NK cells,CXCL12,CXCR4,0.036479486,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
258,Fibroblasts,Profi_TAM,CXCL12,CXCR4,0.013440727,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
259,Fibroblasts,Proli_TRM,CXCL12,CXCR4,0.011689215,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
260,Fibroblasts,T cells,CXCL12,CXCR4,0.06533644,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
261,Fibroblasts,TAM,CXCL12,CXCR4,0.013565512,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
262,Fibroblasts,TRAM,CXCL12,CXCR4,0.002552713,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
263,Fibroblasts,Unknown,CXCL12,CXCR4,0.041059558,0,CXCL12_CXCR4,CXCL12 - CXCR4,CXCL,Secreted Signaling,KEGG: hsa04060
264,DC,B cells,MIF,CD74_CXCR4,0.041888066,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
265,Endothelial cells,B cells,MIF,CD74_CXCR4,0.02742202,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
266,Epithelial cells,B cells,MIF,CD74_CXCR4,0.071299414,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
267,Fibroblasts,B cells,MIF,CD74_CXCR4,0.068090363,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
268,Monocytes,B cells,MIF,CD74_CXCR4,0.023633794,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
269,NK cells,B cells,MIF,CD74_CXCR4,0.028019972,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
270,Profi_TAM,B cells,MIF,CD74_CXCR4,0.039146514,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
271,Proli_TRM,B cells,MIF,CD74_CXCR4,0.062487239,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
272,T cells,B cells,MIF,CD74_CXCR4,0.028520547,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
273,TAM,B cells,MIF,CD74_CXCR4,0.062014826,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
274,TRAM,B cells,MIF,CD74_CXCR4,0.031778679,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
275,Unknown,B cells,MIF,CD74_CXCR4,0.057935004,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
276,DC,DC,MIF,CD74_CXCR4,0.037835113,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
277,Endothelial cells,DC,MIF,CD74_CXCR4,0.024732623,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
278,Epithelial cells,DC,MIF,CD74_CXCR4,0.064592565,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
279,Fibroblasts,DC,MIF,CD74_CXCR4,0.061665333,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
280,Monocytes,DC,MIF,CD74_CXCR4,0.021307785,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
281,NK cells,DC,MIF,CD74_CXCR4,0.025273456,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
282,Profi_TAM,DC,MIF,CD74_CXCR4,0.035349038,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
283,Proli_TRM,DC,MIF,CD74_CXCR4,0.056558833,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
284,T cells,DC,MIF,CD74_CXCR4,0.025726262,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
285,TAM,DC,MIF,CD74_CXCR4,0.056128557,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
286,TRAM,DC,MIF,CD74_CXCR4,0.028674603,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
287,Unknown,DC,MIF,CD74_CXCR4,0.05241434,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
288,Epithelial cells,Monocytes,MIF,CD74_CXCR4,0.027972997,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
289,Fibroblasts,Monocytes,MIF,CD74_CXCR4,0.026658011,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
290,Proli_TRM,Monocytes,MIF,CD74_CXCR4,0.024375157,0.01,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
291,TAM,Monocytes,MIF,CD74_CXCR4,0.024183445,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
292,Unknown,Monocytes,MIF,CD74_CXCR4,0.02253268,0.02,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
293,DC,NK cells,MIF,CD74_CXCR4,0.024341418,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
294,Epithelial cells,NK cells,MIF,CD74_CXCR4,0.041972252,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
295,Fibroblasts,NK cells,MIF,CD74_CXCR4,0.040026272,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
296,Profi_TAM,NK cells,MIF,CD74_CXCR4,0.022721051,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
297,Proli_TRM,NK cells,MIF,CD74_CXCR4,0.036641726,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
298,TAM,NK cells,MIF,CD74_CXCR4,0.036357132,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
299,TRAM,NK cells,MIF,CD74_CXCR4,0.018385528,0.02,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
300,Unknown,NK cells,MIF,CD74_CXCR4,0.033904261,0.01,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
301,DC,Profi_TAM,MIF,CD74_CXCR4,0.022213337,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
302,Epithelial cells,Profi_TAM,MIF,CD74_CXCR4,0.03836338,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
303,Fibroblasts,Profi_TAM,MIF,CD74_CXCR4,0.036578332,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
304,Profi_TAM,Profi_TAM,MIF,CD74_CXCR4,0.020731622,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
305,Proli_TRM,Profi_TAM,MIF,CD74_CXCR4,0.03347517,0.01,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
306,TAM,Profi_TAM,MIF,CD74_CXCR4,0.033214323,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
307,Unknown,Profi_TAM,MIF,CD74_CXCR4,0.030966671,0.02,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
308,DC,Proli_TRM,MIF,CD74_CXCR4,0.020738311,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
309,Epithelial cells,Proli_TRM,MIF,CD74_CXCR4,0.035855272,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
310,Fibroblasts,Proli_TRM,MIF,CD74_CXCR4,0.034182777,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
311,Profi_TAM,Proli_TRM,MIF,CD74_CXCR4,0.019353038,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
312,Proli_TRM,Proli_TRM,MIF,CD74_CXCR4,0.031276248,0.01,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
313,TAM,Proli_TRM,MIF,CD74_CXCR4,0.031031985,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
314,Unknown,Proli_TRM,MIF,CD74_CXCR4,0.028927595,0.02,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
315,DC,T cells,MIF,CD74_CXCR4,0.034438748,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
316,Endothelial cells,T cells,MIF,CD74_CXCR4,0.02248495,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
317,Epithelial cells,T cells,MIF,CD74_CXCR4,0.05894139,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
318,Fibroblasts,T cells,MIF,CD74_CXCR4,0.056254859,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
319,Monocytes,T cells,MIF,CD74_CXCR4,0.019365177,0,MIF_CD74_CXCR4,MIF - (CD74+CXCR4),MIF,Secreted Signaling,PMID: 29637711; PMID: 24760155
